VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
4425,MARTIGNETTI COMPANIES,18130,Castello Di Ama Chianti,24.83,36.99,750.0,13,322.78999999999996,14.0,517.86,406.89000000000004,1.54,144929.24,195.07000000000005,37.66848182906578,1.0769230769230769,1.6043247932092075,24.83,Medium,-24.83
10754,PERFECTA WINES,36360,Saarstein Riesling QbA,8.96,14.99,750.0,36,322.56,30.0,449.7,269.82,3.3200000000000003,28720.52,127.13999999999999,28.272181454302864,0.8333333333333334,1.394159226190476,8.96,Medium,53.760000000000005
10754,PERFECTA WINES,23186,Morgan Winery Double L  Rsl,13.42,22.99,750.0,24,322.08,45.0,1034.55,942.5899999999999,4.95,28720.52,712.47,68.8676236044657,1.875,3.2120901639344264,13.42,Medium,-281.82
9165,ULTRA BEVERAGE COMPANY LLP,25695,Carpineto Molin Vecchio,15.99,23.99,750.0,20,319.8,16.0,383.84,191.92,1.78,68054.7,64.03999999999996,16.684035014589405,0.8,1.2002501563477173,15.99,Medium,63.96
10050,Russian Standard Vodka,3622,Spud Potato Vodka,14.45,19.99,750.0,22,317.90000000000003,32.0,591.68,147.92,25.19,732.6,273.7799999999999,46.27163331530556,1.4545454545454546,1.8612142183076437,14.450000000000001,Medium,-144.5
4425,MARTIGNETTI COMPANIES,27617,Trefethen Merlot Napa,26.48,39.99,750.0,12,317.76,12.0,479.88,39.99,1.35,144929.24,162.12,33.78344586146537,1.0,1.5101963746223566,26.48,Medium,0.0
10754,PERFECTA WINES,17384,20 Mile 09 Brdx Superior,24.34,51.99,750.0,13,316.41999999999996,10.0,374.90000000000003,299.92,1.1,28720.52,58.480000000000075,15.598826353694337,0.7692307692307693,1.1848176474306304,24.339999999999996,Medium,73.02
90047,CRUSH WINES,14676,Culpeo Pnt Nr,6.57,9.99,750.0,48,315.36,34.0,339.65999999999997,79.92,3.83,1457.73,24.299999999999955,7.154213036565965,0.7083333333333334,1.0770547945205478,6.57,Large,91.98
7153,PINE STATE TRADING CO,20889,La Lecciaia Brunello di Mont,26.2,37.99,750.0,12,314.4,12.0,455.88,379.90000000000003,1.32,15884.82,141.48000000000002,31.034482758620697,1.0,1.4500000000000002,26.2,Medium,0.0
4425,MARTIGNETTI COMPANIES,18212,Pulenta Est Malbec Mendoza,17.44,25.99,750.0,18,313.92,29.0,753.7099999999999,181.92999999999998,3.26,144929.24,439.7899999999999,58.35002852556023,1.6111111111111112,2.4009620285423035,17.44,Medium,-191.84
17035,PERNOD RICARD USA,25457,GH Mumm Cordon Rouge,308.82,472.49,9000.0,1,308.82,1.0,472.49,472.49,1.35,123780.22,163.67000000000002,34.63988655844568,1.0,1.5299851045916717,308.82,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,19632,Ch de Pez 10 St Estephe Brdx,27.92,45.99,750.0,11,307.12,11.0,472.89,42.99,1.24,19016.59,165.76999999999998,35.05466387531984,1.0,1.539756446991404,27.92,Small,0.0
10754,PERFECTA WINES,23896,Riebeek Cellars Cape Rose,7.58,12.99,750.0,40,303.2,33.0,428.67,324.75,3.64,28720.52,125.47000000000003,29.26960132502858,0.825,1.4138192612137204,7.58,Large,53.06
1392,CONSTELLATION BRANDS INC,12218,R M Woodbridge Moscato,1.98,7.99,750.0,151,298.98,46.0,340.54,208.72,5.1000000000000005,79528.99,41.56,12.204146355787866,0.304635761589404,1.13900595357549,1.9800000000000002,Large,207.9
9744,FREDERICK WILDMAN & SONS,25425,La Scolca Black Label Gavi,24.82,35.99,750.0,12,297.84,12.0,431.88,35.99,1.35,3999.93,134.04000000000002,31.03639899972215,1.0,1.4500402900886382,24.819999999999997,Medium,0.0
8892,TRINCHERO FAMILY ESTATES,20217,Fancy Pants Red Blend,6.2,8.99,750.0,48,297.6,36.0,323.64,125.86,4.0200000000000005,11595.97,26.039999999999964,8.04597701149424,0.75,1.0875,6.2,Large,74.4
3960,DIAGEO NORTH AMERICA INC,7424,Capt Morgan White,12.29,17.99,1000.0,24,294.96,21.0,325.29,325.29,22.05,257032.07,30.33000000000004,9.323987826247361,0.875,1.1028275020341742,12.29,Medium,36.87
653,STATE WINE & SPIRITS,950,Mastersons 10 Yr Old Rye,58.82,79.99,750.0,5,294.1,6.0,479.93999999999994,399.95,4.73,8014.9800000000005,185.83999999999992,38.72150685502353,1.2,1.6318939136348178,58.82000000000001,Small,-58.82
17035,PERNOD RICARD USA,20498,Jacobs Crk Chard Rsv,3.09,4.79,750.0,95,293.55,70.0,335.3,57.480000000000004,7.86,123780.22,41.75,12.451535937966,0.7368421052631579,1.142224493272015,3.0900000000000003,Large,77.25
4425,MARTIGNETTI COMPANIES,22640,Crossbarn Cab Svgn,26.31,39.99,750.0,11,289.41,11.0,439.89,79.98,1.24,144929.24,150.47999999999996,34.208552138034506,1.0,1.5199543899657924,26.310000000000002,Small,0.0
7153,PINE STATE TRADING CO,14761,Ch Hermitage Mazeyres Pomerl,24.02,36.99,750.0,12,288.24,9.0,332.91,147.96,1.01,15884.82,44.670000000000016,13.41804091195819,0.75,1.1549750208159868,24.02,Medium,72.06
653,STATE WINE & SPIRITS,20661,Pali Pnt Nr Cargasacchi Vyd,35.94,59.99,750.0,8,287.52,5.0,299.95,299.95,0.55,8014.9800000000005,12.430000000000007,4.144024004000669,0.625,1.043231775180857,35.94,Small,107.82
2876,CENTEUR IMPORTS LLC,23624,Apimed Slovak Mead,6.84,9.99,750.0,42,287.28,36.0,404.64,32.97,4.0600000000000005,31.5,117.36000000000001,29.003558718861218,0.8571428571428571,1.4085213032581454,6.839999999999999,Large,41.04
3252,E & J GALLO WINERY,20450,Liberty Creek Cab Svgn Tetra,1.99,2.99,500.0,144,286.56,111.0,378.89,36.89,8.34,61966.91,92.32999999999998,24.3685502388556,0.7708333333333334,1.3222012841987716,1.99,Large,65.67
90047,CRUSH WINES,22012,Vieux Clocher Chateauneuf Du,23.8,34.99,750.0,12,285.6,12.0,419.88,209.94,1.34,1457.73,134.27999999999997,31.980565875964555,1.0,1.4701680672268906,23.8,Medium,0.0
90011,FORTUNE WINE BROKERS LLC,25348,Merlo Family Vyds Pnt Nr,11.84,17.99,750.0,24,284.16,24.0,431.76,17.99,2.7,238.60999999999999,147.59999999999997,34.18565869927737,1.0,1.5194256756756754,11.840000000000002,Medium,0.0
7153,PINE STATE TRADING CO,2458,Catskill Wicked White Whisky,11.8,24.99,375.0,24,283.20000000000005,31.0,712.6899999999999,482.78999999999996,12.14,15884.82,429.4899999999999,60.26322805146697,1.2916666666666667,2.516560734463276,11.800000000000002,Medium,-82.60000000000001
10754,PERFECTA WINES,26889,Jaboulet Crozes Hermitage L,11.68,17.99,750.0,24,280.32,15.0,359.84999999999997,287.88,1.65,28720.52,79.52999999999997,22.100875364735302,0.625,1.2837114726027397,11.68,Medium,105.12
7749,R.P.IMPORTS INC,19796,San Zopito Montepulciano d'A,19.99,29.99,750.0,14,279.86,11.0,329.89,239.92,1.22,91.5,50.02999999999997,15.165661281033064,0.7857142857142857,1.1787679554062744,19.990000000000002,Medium,59.97
1587,VINEYARD BRANDS INC,19321,Goats Do Roam White,5.8,8.99,750.0,48,278.4,37.0,332.63,17.98,4.16,6070.09,54.23000000000002,16.303400174367923,0.7708333333333334,1.1947916666666667,5.8,Large,63.8
3960,DIAGEO NORTH AMERICA INC,3424,Peligroso Cinnamon Tequila,11.59,15.99,750.0,24,278.16,41.0,655.59,383.76,32.29,257032.07,377.43,57.57104287740813,1.7083333333333333,2.3568809318377912,11.590000000000002,Medium,-197.03
1650,Circa Wines,26921,Tenuta la Favola Bianco,11.51,17.49,750.0,24,276.24,24.0,419.76,34.98,2.7,211.97,143.51999999999998,34.19096626643796,1.0,1.519548218940052,11.51,Medium,0.0
9552,M S WALKER INC,24876,Wine & Soul Manoela Douro,13.15,21.99,750.0,21,276.15000000000003,76.0,1555.2399999999998,1247.3899999999999,8.37,55551.82,1279.0899999999997,82.2438980478897,3.619047619047619,5.631866739091072,13.150000000000002,Medium,-723.25
4425,MARTIGNETTI COMPANIES,21712,Ferghettina Francia Mil Brut,34.48,49.99,750.0,8,275.84,10.0,499.90000000000003,149.97,1.12,144929.24,224.06000000000006,44.820964192838574,1.25,1.8122824825986081,34.48,Small,-68.96
2242,DELICATO VINEYARDS INC,13583,Twisted Cab Svgn Cal,2.53,3.79,750.0,108,273.24,36.0,323.64,26.97,4.050000000000001,7982.65,50.39999999999998,15.572858731924356,0.3333333333333333,1.1844532279314888,2.5300000000000002,Large,182.16
9552,M S WALKER INC,24554,Merieau L'Arpent des Vaudons,8.66,12.99,750.0,31,268.46,27.0,350.73,259.8,2.99,55551.82,82.27000000000004,23.4567901234568,0.8709677419354839,1.306451612903226,8.66,Medium,34.64
2000,SOUTHERN WINE & SPIRITS NE,23334,Ch Lalande Borie 11 Julien,20.64,31.99,750.0,13,268.32,11.0,351.89,191.94,1.22,19016.59,83.57,23.748898803603396,0.8461538461538461,1.3114564698867024,20.64,Medium,41.28
4425,MARTIGNETTI COMPANIES,5911,Faretti Biscotti Liqueur,19.08,33.99,750.0,14,267.12,13.0,441.87,203.94,10.23,144929.24,174.75,39.54783080996673,0.9285714285714286,1.6542003593890386,19.080000000000002,Medium,19.08
2561,EDRINGTON AMERICAS,2421,Highland Park Odin,265.14,349.99,750.0,1,265.14,3.0,1049.97,1049.97,2.37,9654.5,784.83,74.74784993856967,3.0,3.9600588368409144,265.14,Small,-530.28
9165,ULTRA BEVERAGE COMPANY LLP,16649,Cesari Valpo Classico,9.67,14.99,750.0,27,261.09000000000003,20.0,299.8,209.86,2.22,68054.7,38.70999999999998,12.911941294196124,0.7407407407407407,1.1482630510551917,9.670000000000002,Medium,67.69
4425,MARTIGNETTI COMPANIES,14681,Shafer Hillside Cab Svgn 06,259.99,389.99,1500.0,1,259.99,1.0,389.99,389.99,0.22,144929.24,130.0,33.334188056104004,1.0,1.5000192315089043,259.99,Small,0.0
9819,TREASURY WINE ESTATES,15618,Beringer Classic Red Moscato,8.66,12.99,1500.0,30,259.8,23.0,298.77,233.82,5.11,14836.57,38.96999999999997,13.043478260869556,0.7666666666666667,1.15,8.66,Medium,60.620000000000005
17035,PERNOD RICARD USA,2909,Lot No 40 Canadian Rye,37.03,59.99,750.0,7,259.21000000000004,16.0,949.84,589.9,12.61,123780.22,690.63,72.71014065526825,2.2857142857142856,3.664364800740712,37.03000000000001,Small,-333.27
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,85.71,125.99,750.0,3,257.13,8.0,1007.92,503.96,0.89,19016.59,750.79,74.48904674974204,2.6666666666666665,3.9198848831330455,85.71,Small,-428.54999999999995
1650,Circa Wines,26919,Jimenez Landi Bajondillo Men,10.68,15.49,750.0,24,256.32,24.0,371.76,30.98,2.7,211.97,115.44,31.052291801162042,1.0,1.450374531835206,10.68,Medium,0.0
10754,PERFECTA WINES,12532,Grand Sigognac Medoc Bordx,10.66,15.99,750.0,24,255.84,23.0,367.77,207.87,2.56,28720.52,111.92999999999998,30.43478260869565,0.9583333333333334,1.4375,10.66,Medium,10.66
2000,SOUTHERN WINE & SPIRITS NE,19967,Ch Branaire Ducru 10 Brdx,85.13,125.99,750.0,3,255.39,4.0,503.96,377.96999999999997,0.44,19016.59,248.57,49.323358996745775,1.3333333333333333,1.9732957437644387,85.13,Small,-85.13
90047,CRUSH WINES,25171,Gardacho Garnacha,10.59,15.99,750.0,24,254.16,24.0,383.76,15.99,2.7,1457.73,129.6,33.771106941838646,1.0,1.5099150141643058,10.59,Medium,0.0
9815,WINE GROUP INC,25997,Vista Point Chard,2.3,3.49,750.0,108,248.4,76.0,265.24,31.410000000000004,8.540000000000001,27100.41,16.840000000000003,6.348966973307195,0.7037037037037037,1.067793880837359,2.3000000000000003,Large,73.6
4425,MARTIGNETTI COMPANIES,25015,Ch Graves de Pez St Estephe,20.4,29.99,750.0,12,244.8,21.0,629.79,449.84999999999997,2.32,144929.24,384.98999999999995,61.1299004430048,1.75,2.5726715686274506,20.400000000000002,Medium,-183.6
9552,M S WALKER INC,24701,Gratien & Meyer Cremant Brut,10.2,16.99,750.0,24,244.8,28.0,419.72,359.76,3.09,55551.82,174.92000000000002,41.675402649385305,1.1666666666666667,1.7145424836601308,10.200000000000001,Medium,-40.8
4425,MARTIGNETTI COMPANIES,36894,Chambers Rosewood Muscat,7.89,16.49,375.0,31,244.59,24.0,287.76,95.92,1.35,144929.24,43.16999999999999,15.002085070892408,0.7741935483870968,1.1764994480559303,7.89,Medium,55.23
1590,DIAGEO CHATEAU ESTATE WINES,18378,Stark Raving Cab Svgn,6.57,11.99,750.0,37,243.09,22.0,263.78000000000003,251.79,2.42,7259.75,20.690000000000026,7.8436575934490955,0.5945945945945946,1.085112509770044,6.57,Large,98.55000000000001
2000,SOUTHERN WINE & SPIRITS NE,23326,Ch Bernadotte Haut-Medoc 11,16.12,24.99,750.0,15,241.8,10.0,249.89999999999998,224.91,1.1,19016.59,8.099999999999966,3.2412965186074296,0.6666666666666666,1.0334987593052107,16.12,Medium,80.60000000000001
2000,SOUTHERN WINE & SPIRITS NE,16061,Shannon Ridge 09 Cab Svgn,10.06,14.99,750.0,24,241.44,17.0,271.83,207.87,1.8800000000000001,19016.59,30.389999999999986,11.179781481072725,0.7083333333333334,1.1258697813121272,10.06,Medium,70.42
10754,PERFECTA WINES,21472,Ch Haut Bailly Pessac-Leogan,79.99,115.99,750.0,3,239.97,6.0,695.94,115.99,0.68,28720.52,455.97,65.51857918786102,2.0,2.9001125140642583,79.99,Small,-239.96999999999997
1650,Circa Wines,26923,Rosso del Popolo Lange Rosso,9.99,14.49,750.0,24,239.76,24.0,359.76,29.98,2.7,211.97,120.0,33.3555703802535,1.0,1.5005005005005005,9.99,Medium,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18775,Once Upon A Vine Red,3.97,11.99,750.0,60,238.2,27.0,323.73,179.85,3.0,7259.75,85.53000000000003,26.420164952275048,0.45,1.359068010075567,3.9699999999999998,Large,131.01000000000002
12331,STELLAR IMPORTING CO LLC,236,Loukatos Mastic Liqueur,13.23,17.99,750.0,18,238.14,18.0,323.82,179.89999999999998,14.17,119.23,85.68,26.459143968871597,1.0,1.3597883597883598,13.229999999999999,Medium,0.0
8004,SAZERAC CO INC,3004,Clix Vodka,234.37,299.99,750.0,1,234.37,2.0,599.98,599.98,1.58,50293.62,365.61,60.93703123437449,2.0,2.5599692793446263,234.37,Small,-234.37
10754,PERFECTA WINES,20508,Calaches Lanessan Haut-Medoc,12.92,18.99,750.0,18,232.56,26.0,493.74,132.92999999999998,2.9,28720.52,261.18,52.898286547575644,1.4444444444444444,2.123065015479876,12.92,Medium,-103.36
9552,M S WALKER INC,2727,Grand Macnish Black Edition,19.37,29.99,750.0,12,232.44,34.0,864.66,739.7099999999999,26.830000000000002,55551.82,632.22,73.11775726875304,2.8333333333333335,3.719927723283428,19.37,Medium,-426.14000000000004
90011,FORTUNE WINE BROKERS LLC,46333,Echeverria Ltd Edtn Cab Svgn,19.3,28.99,750.0,12,231.6,12.0,347.88,202.92999999999998,1.33,238.60999999999999,116.28,33.42531907554329,1.0,1.5020725388601037,19.3,Medium,0.0
3950,"HOOD RIVER DISTILLERS, Inc.",2915,Pendleton Limited Edition,16.41,21.99,750.0,14,229.73999999999998,22.0,483.78,395.82,17.35,117.52000000000001,254.04,52.51147215676547,1.5714285714285714,2.105771741969183,16.41,Medium,-131.28
90024,VINILANDIA USA,16210,Inman Family Pnt Nr RRV Sono,19.04,27.99,750.0,12,228.48,12.0,335.88,27.99,1.35,2802.64,107.4,31.975705609146125,1.0,1.4700630252100841,19.04,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,25188,Ch Les Granges Brdx,6.16,10.99,750.0,37,227.92000000000002,29.0,260.71,170.81,3.21,68054.7,32.789999999999964,12.57719304974875,0.7837837837837838,1.1438662688662686,6.16,Large,49.28
3960,DIAGEO NORTH AMERICA INC,3135,Smirnoff Cinn Sugar Twist,9.48,12.99,750.0,24,227.52,18.0,233.82,181.86,14.190000000000001,257032.07,6.299999999999983,2.6943802925327103,0.75,1.0276898734177213,9.48,Medium,56.88
7153,PINE STATE TRADING CO,18012,Bella Bolla Pink Moscato,4.83,7.49,750.0,47,227.01,31.0,232.19,134.82,3.43,15884.82,5.180000000000007,2.2309315646668706,0.6595744680851063,1.0228183780450202,4.83,Large,77.28
2000,SOUTHERN WINE & SPIRITS NE,24330,Ch Reserve de la Comtesse 12,32.41,46.99,750.0,7,226.87,42.0,1973.5800000000002,1550.67,4.64,19016.59,1746.71,88.50464637866212,6.0,8.699166923788955,32.410000000000004,Small,-1134.35
4425,MARTIGNETTI COMPANIES,25467,Schug Cab Svgn,17.23,24.99,750.0,13,223.98999999999998,17.0,424.83,374.84999999999997,1.8800000000000001,144929.24,200.84,47.27538074053151,1.3076923076923077,1.896647171748739,17.229999999999997,Medium,-68.92
4425,MARTIGNETTI COMPANIES,20407,Riondo Blu Prosecco,9.33,13.99,750.0,24,223.92,20.0,283.8,213.85,2.21,144929.24,59.880000000000024,21.09936575052855,0.8333333333333334,1.267416934619507,9.33,Medium,37.32
9819,TREASURY WINE ESTATES,21475,Ch St Jean Cinq Cep Cab Svgn,55.17,79.99,750.0,4,220.68,4.0,319.96,239.96999999999997,0.44,14836.57,99.27999999999997,31.028878609826222,1.0,1.4498821823454775,55.17,Small,0.0
653,STATE WINE & SPIRITS,2809,Full Throttle Blackberry,14.7,19.99,750.0,15,220.5,21.0,419.78999999999996,179.91,16.54,8014.9800000000005,199.28999999999996,47.473736868434216,1.4,1.9038095238095236,14.7,Medium,-88.19999999999999
7153,PINE STATE TRADING CO,7032,Twenty 2 Coffee Vodka,18.37,24.99,375.0,12,220.44,12.0,299.88,24.99,4.72,15884.82,79.44,26.490596238495396,1.0,1.3603701687534022,18.37,Medium,0.0
1128,BROWN-FORMAN CORP,1260,Old Forester Birthday 2016,71.99,89.99,750.0,3,215.97,3.0,269.96999999999997,269.96999999999997,2.37,68601.68,53.99999999999997,20.002222469163232,1.0,1.2500347270454228,71.99,Small,0.0
7153,PINE STATE TRADING CO,21587,Celani Family Cab Svgn,53.79,77.99,750.0,4,215.16,4.0,311.96,155.98,0.44,15884.82,96.79999999999998,31.0296191819464,1.0,1.4498977505112474,53.79,Small,0.0
3951,HIGHLAND WINE MERCHANTS LLC,26750,Baron de Seillac Brut Rose,8.96,12.99,750.0,24,215.04,24.0,311.76,25.98,2.7,29.43,96.72,31.023864511162436,1.0,1.4497767857142858,8.959999999999999,Medium,0.0
9552,M S WALKER INC,1626,Balcones Baby Blue Corn Whis,35.65,45.99,750.0,6,213.9,5.0,229.95000000000002,183.96,3.9400000000000004,55551.82,16.05000000000001,6.979778212654929,0.8333333333333334,1.0750350631136045,35.65,Small,35.65
9165,ULTRA BEVERAGE COMPANY LLP,20428,Fattoria Poggio Red 10,35.52,53.99,750.0,6,213.12,5.0,269.95,269.95,0.55,68054.7,56.829999999999984,21.052046675310237,0.8333333333333334,1.2666572822822821,35.52,Small,35.52
3664,WILLIAM GRANT & SONS INC,2812,Hudson Manhattan Rye,30.3,39.99,375.0,7,212.1,11.0,494.89000000000004,494.89000000000004,4.29,30234.420000000002,282.7900000000001,57.141991149548396,1.5714285714285714,2.3332861857614335,30.3,Small,-121.2
10754,PERFECTA WINES,25020,Ch de Pierreux Brouilly Rsv,17.56,25.99,750.0,12,210.72,17.0,407.83,383.84,1.87,28720.52,197.10999999999999,48.33141259838658,1.4166666666666667,1.93541192103265,17.56,Medium,-87.8
9165,ULTRA BEVERAGE COMPANY LLP,16947,Altadonna Nero D'Avola,7.48,13.99,750.0,28,209.44,18.0,251.82,223.84,1.98,68054.7,42.379999999999995,16.829481375585733,0.6428571428571429,1.2023491214667685,7.4799999999999995,Medium,74.80000000000001
9165,ULTRA BEVERAGE COMPANY LLP,3355,Truuli Peak Vodka,18.79,24.99,750.0,11,206.69,10.0,212.4,94.94999999999999,7.88,68054.7,5.710000000000008,2.68832391713748,0.9090909090909091,1.027625913203348,18.79,Small,18.79
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,9.33,13.99,750.0,22,205.26,78.0,1091.22,657.53,8.67,8014.9800000000005,885.96,81.18986088964645,3.5454545454545454,5.3162817889506,9.33,Medium,-522.48
7749,R.P.IMPORTS INC,19590,Haut-Carles Fronsac 10,33.99,50.99,750.0,6,203.94,5.0,254.95000000000002,254.95000000000002,0.55,91.5,51.01000000000002,20.00784467542656,0.8333333333333334,1.2501225850740414,33.99,Small,33.99
10754,PERFECTA WINES,20515,Lions de Suduiraut Sauternes,12.74,18.99,375.0,16,203.84,16.0,303.84,227.88,0.9299999999999999,28720.52,99.99999999999997,32.91205897840968,1.0,1.4905808477237048,12.74,Medium,0.0
9552,M S WALKER INC,4399,Screech Honey Rum,10.15,12.99,750.0,20,203.0,19.0,260.81,204.85,14.98,55551.82,57.81,22.16556113645949,0.95,1.2847783251231528,10.15,Medium,10.15
653,STATE WINE & SPIRITS,2719,Full Throttle Apple Whiskey,15.5,19.99,750.0,13,201.5,20.0,399.8,279.85999999999996,15.780000000000001,8014.9800000000005,198.3,49.59979989994998,1.5384615384615385,1.9841191066997519,15.5,Medium,-108.5
4425,MARTIGNETTI COMPANIES,1262,Fitch's Goat Moonshine,16.79,21.99,750.0,12,201.48,23.0,505.77,439.79999999999995,18.150000000000002,144929.24,304.28999999999996,60.16371077762619,1.9166666666666667,2.51027397260274,16.79,Medium,-184.69
2876,CENTEUR IMPORTS LLC,23623,Apimed Trnava Mead,6.7,9.99,750.0,30,201.0,30.0,335.7,21.48,3.3800000000000003,31.5,134.7,40.12511170688114,1.0,1.6701492537313432,6.7,Medium,0.0
1392,CONSTELLATION BRANDS INC,25767,Franciscan Est Cab Svgn Napa,66.66,99.99,3000.0,3,199.98,2.0,279.98,279.98,0.9,79528.99,80.00000000000003,28.57346953353812,0.6666666666666666,1.4000400040004002,66.66,Small,66.66
4425,MARTIGNETTI COMPANIES,4556,Austin Cocktails Vodkarita,11.71,14.99,750.0,17,199.07,26.0,389.74,359.76,20.52,144929.24,190.67000000000002,48.922358495407195,1.5294117647058822,1.9578037876123977,11.709999999999999,Medium,-105.39000000000001
7749,R.P.IMPORTS INC,19125,Ch Poujeaux 10 Moulis,33.11,50.99,750.0,6,198.66000000000003,5.0,254.95000000000002,203.96,0.55,91.5,56.28999999999999,22.078838988036864,0.8333333333333334,1.2833484345112252,33.11000000000001,Small,33.11
1650,Circa Wines,23444,Quota 31 Primitivo IGP,8.27,11.99,750.0,24,198.48,24.0,287.76,23.98,2.7,211.97,89.28,31.02585487906589,1.0,1.4498186215235793,8.27,Medium,0.0
6213,MHW LTD,4605,Camus Elegance XO,99.23,129.99,750.0,2,198.46,3.0,389.97,389.97,2.37,9621.58,191.51000000000002,49.10890581326769,1.5,1.9649803486848736,99.23,Small,-99.23
9552,M S WALKER INC,10009,Long Lake Cab Svgn Cal,4.13,5.99,750.0,48,198.24,35.0,209.65,53.910000000000004,3.91,55551.82,11.409999999999997,5.442404006677794,0.7291666666666666,1.0575564971751412,4.13,Large,53.69
9552,M S WALKER INC,22853,Venta Morales Organic Tempra,5.48,8.49,750.0,36,197.28000000000003,24.0,203.76,76.41,2.68,55551.82,6.479999999999961,3.1802120141342565,0.6666666666666666,1.032846715328467,5.48,Medium,65.76
10754,PERFECTA WINES,25159,L'Eglise Saint-Hilaire Borde,7.89,11.99,750.0,25,197.25,33.0,395.67,203.83,3.67,28720.52,198.42000000000002,50.14785048146183,1.32,2.0059315589353615,7.89,Medium,-63.12
9552,M S WALKER INC,24881,Monjardin El Cerezo Chard,8.21,13.99,750.0,24,197.04,35.0,429.65,249.8,3.89,55551.82,232.60999999999999,54.13941580356104,1.4583333333333333,2.1805217214778723,8.209999999999999,Medium,-90.31
7749,R.P.IMPORTS INC,14542,Ch Haut-BrionPessac-Leo Gr C,193.54,329.99,750.0,1,193.54,1.0,299.99,299.99,0.11,91.5,106.45000000000002,35.484516150538354,1.0,1.5500155006716958,193.54,Small,0.0
10754,PERFECTA WINES,23633,Chateau Simon Bordeaux Blanc,9.67,16.99,750.0,20,193.4,18.0,305.82,220.86999999999998,1.99,28720.52,112.41999999999999,36.76018573016807,0.9,1.581282316442606,9.67,Medium,19.34
9815,WINE GROUP INC,25991,Vista Point Pnt Grigio/Col,2.27,3.49,750.0,84,190.67999999999998,72.0,251.28000000000003,20.94,8.100000000000001,27100.41,60.60000000000005,24.11652340019104,0.8571428571428571,1.3178099433606045,2.2699999999999996,Large,27.240000000000002
10754,PERFECTA WINES,16678,Neal Fifteen Forty Cab Svgn,63.51,93.99,750.0,3,190.53,9.0,845.91,751.92,0.99,28720.52,655.38,77.4763272688584,3.0,4.439773264052905,63.51,Small,-381.06
3960,DIAGEO NORTH AMERICA INC,6199,Zwack Liqueur,14.61,18.99,750.0,13,189.93,12.0,227.88,94.94999999999999,9.44,257032.07,37.94999999999999,16.653501843075297,0.9230769230769231,1.1998104564839678,14.610000000000001,Medium,14.61
90027,POVERTY LANE ORCHARDS,43923,Farnum Hill Summer Cider,8.21,11.99,750.0,23,188.83,18.0,215.82,179.85,1.99,229.88,26.98999999999998,12.505791863590021,0.782608695652174,1.1429327966954401,8.21,Medium,41.050000000000004
4425,MARTIGNETTI COMPANIES,26082,Casal Garcia Duoro Red,5.22,7.99,750.0,36,187.92000000000002,25.0,199.75,103.87,2.7800000000000002,144929.24,11.829999999999984,5.9224030037546855,0.6944444444444444,1.062952320136228,5.220000000000001,Medium,57.419999999999995
4425,MARTIGNETTI COMPANIES,11395,Cadaretta Svgn Bl Semillon C,15.64,22.99,750.0,12,187.68,12.0,275.88,45.98,1.35,144929.24,88.19999999999999,31.970421922575028,1.0,1.4699488491048593,15.64,Medium,0.0
7255,PSP WINES,20384,Fabrizio Dionisio Il Cast Sy,15.58,23.99,750.0,12,186.96,12.0,287.88,23.99,1.35,648.71,100.91999999999999,35.05627344726969,1.0,1.5397946084724004,15.58,Medium,0.0
10754,PERFECTA WINES,25160,Cinq les Pattes Bordeaux Bla,7.79,11.99,750.0,24,186.96,16.0,191.84,155.87,1.76,28720.52,4.8799999999999955,2.5437864887406145,0.6666666666666666,1.026101839965768,7.79,Medium,62.32
3252,E & J GALLO WINERY,16360,Columbia Winery Merlot,5.12,7.79,750.0,36,184.32,24.0,335.76,27.98,2.7,61966.91,151.44,45.1036454610436,0.6666666666666666,1.8216145833333333,5.12,Medium,61.44
4425,MARTIGNETTI COMPANIES,25137,Nicole Chanrion Cote de Brou,12.24,17.99,750.0,15,183.6,40.0,719.5999999999999,575.68,4.41,144929.24,535.9999999999999,74.4858254585881,2.6666666666666665,3.9193899782135073,12.24,Medium,-306.0
9165,ULTRA BEVERAGE COMPANY LLP,20424,Viberti Barolo Rsv 06 Volta,60.64,93.99,750.0,3,181.92000000000002,15.0,1433.85,1151.8799999999999,1.65,68054.7,1251.9299999999998,87.3124803849775,5.0,7.881761213720315,60.64000000000001,Small,-727.6800000000001
10754,PERFECTA WINES,21471,Ch Haut Marbuzet St Estephe,30.32,46.99,750.0,6,181.92,5.0,234.95000000000002,93.98,0.56,28720.52,53.03000000000003,22.570759736114077,0.8333333333333334,1.2915017590149518,30.319999999999997,Small,30.32
10754,PERFECTA WINES,21447,Ch Leoville Barton St Julien,59.99,92.99,750.0,3,179.97,20.0,1859.8,743.92,2.23,28720.52,1679.83,90.32315302720723,6.666666666666667,10.333944546313274,59.99,Small,-1019.83
