VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio
90017,THE IMPORTED GRAPE LLC,20952,Bouza Temp Tannat,16.44,24.99,750.0,36,591.84,5.0,124.94999999999999,74.97,0.56,80.03,-466.89000000000004,-373.6614645858344,0.1388888888888889,0.21112124898621246
90024,VINILANDIA USA,25305,Cyprus Chard,16.44,24.99,750.0,36,591.84,13.0,324.87,174.92999999999998,1.46,2802.64,-266.97,-82.17748637916706,0.3611111111111111,0.5489152473641524
90024,VINILANDIA USA,25357,Bench Cab Svgn,15.17,21.99,750.0,39,591.63,12.0,263.88,153.92999999999998,1.34,2802.64,-327.75,-124.20418371987267,0.3076923076923077,0.44602200699761674
8892,TRINCHERO FAMILY ESTATES,22276,Menage a Trois Prosecco,9.86,14.99,750.0,60,591.5999999999999,7.0,104.93,89.94,0.77,11595.97,-486.6699999999999,-463.80444105594194,0.11666666666666667,0.17736646382691013
90024,VINILANDIA USA,18131,Tortoise Creek Chard,8.21,11.99,750.0,72,591.12,3.0,38.97,25.98,0.33,2802.64,-552.15,-1416.8591224018476,0.041666666666666664,0.06592570036540804
4425,MARTIGNETTI COMPANIES,1267,Fitch's Goat 100% Corn Whsky,21.89,29.99,750.0,27,591.03,17.0,509.83,389.87,13.41,144929.24,-81.19999999999999,-15.926877586646526,0.6296296296296297,0.862612726934335
9552,M S WALKER INC,21078,Justin Obtuse,6.49,9.99,375.0,91,590.5899999999999,0.0,0.0,0.0,0.0,55551.82,-590.5899999999999,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,19003,Lange Pnt Gris Willamette,10.32,15.99,750.0,57,588.24,6.0,100.94,100.94,0.66,68054.7,-487.3,-482.76203685357643,0.10526315789473684,0.17159662722698218
4692,KOBRAND CORPORATION,20265,Louis Jadot Nuits St Geo 11,49.01,74.99,750.0,12,588.12,0.0,0.0,0.0,0.0,9139.38,-588.12,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,26520,Albert I Noya Xarello Clsc,3.54,5.49,750.0,166,587.64,124.0,680.76,219.60000000000002,13.870000000000001,68054.7,93.12,13.678829543451437,0.7469879518072289,1.1584643659383296
9552,M S WALKER INC,20770,Chehalem Pnt Nr Three Vyd,14.33,29.99,750.0,41,587.53,16.0,343.84,214.89999999999998,1.77,55551.82,-243.69,-70.87308050255933,0.3902439024390244,0.5852296903987881
4692,KOBRAND CORPORATION,16195,Croft Fine Ruby Port,8.16,11.99,750.0,72,587.52,14.0,167.86,59.95,1.57,9139.38,-419.65999999999997,-250.00595734540684,0.19444444444444445,0.28570942265795213
9165,ULTRA BEVERAGE COMPANY LLP,23857,Pezzi King Chard Sonoma,12.24,17.99,750.0,48,587.52,5.0,89.94999999999999,71.96,0.55,68054.7,-497.57,-553.1628682601446,0.10416666666666667,0.15310117102396512
90047,CRUSH WINES,22168,Tangent Pnt Gris,7.43,10.99,750.0,79,586.97,8.0,87.92,54.95,0.89,1457.73,-499.05,-567.6182893539582,0.10126582278481013,0.1497861900948941
4425,MARTIGNETTI COMPANIES,44302,Yellow Tail Pnt Nr,5.47,7.99,750.0,107,585.29,47.0,375.53,175.78,5.24,144929.24,-209.76,-55.85705536175539,0.4392523364485981,0.6416135590903654
7749,R.P.IMPORTS INC,16399,Shane Judge Vyd Syrah Bennet,29.24,42.99,750.0,20,584.8,0.0,0.0,0.0,0.0,91.5,-584.8,-inf,0.0,0.0
3252,E & J GALLO WINERY,27444,Renato Ratti Langhe Nebbiolo,16.23,24.99,750.0,36,584.28,6.0,164.94,164.94,0.66,61966.91,-419.34,-254.2379046926155,0.16666666666666666,0.28229615937564184
1650,Circa Wines,25478,Estro d Piona Sparkling Rose,12.16,17.99,750.0,48,583.68,0.0,0.0,0.0,0.0,211.97,-583.68,-inf,0.0,0.0
17035,PERNOD RICARD USA,41778,Stoneleigh Pnt Nr Marlboro,6.7,13.99,750.0,87,582.9000000000001,0.0,0.0,0.0,0.0,123780.22,-582.9000000000001,-inf,0.0,0.0
7153,PINE STATE TRADING CO,25360,Honig Cab Svgn,52.97,79.99,1500.0,11,582.6700000000001,4.0,319.96,319.96,0.88,15884.82,-262.7100000000001,-82.10713839229908,0.36363636363636365,0.5491272933221205
10754,PERFECTA WINES,18736,A Portela Mencia,11.64,16.99,750.0,50,582.0,15.0,254.85,50.97,1.6800000000000002,28720.52,-327.15,-128.36962919364333,0.3,0.43788659793814433
653,STATE WINE & SPIRITS,20119,Love Oregon Pnt Nr,11.18,16.99,750.0,52,581.36,6.0,98.94,98.94,0.66,8014.9800000000005,-482.42,-487.5884374368304,0.11538461538461539,0.1701871473785606
9552,M S WALKER INC,19559,Cardinale Cab Svgn Napa Vly,145.15,224.99,750.0,4,580.6,1.0,224.99,224.99,0.11,55551.82,-355.61,-158.05591359615983,0.25,0.38751291767137447
90024,VINILANDIA USA,26303,Brooks Pnt Nr Willamette,16.12,24.99,750.0,36,580.3199999999999,17.0,424.83,149.94,1.9000000000000001,2802.64,-155.48999999999995,-36.60052256196595,0.4722222222222222,0.7320616211745244
9552,M S WALKER INC,24222,Louis de Grenelle Rose,9.67,14.99,750.0,60,580.2,28.0,419.72,74.95,3.14,55551.82,-160.48000000000002,-38.2350138187363,0.4666666666666667,0.7234057221647707
9552,M S WALKER INC,12690,Gramona Imperial Cava Gr Rsv,19.33,28.99,750.0,30,579.9,15.0,434.84999999999997,144.95,1.6900000000000002,55551.82,-145.05,-33.35632976888583,0.5,0.7498706673564407
7239,REMY COINTREAU USA INC,4574,Remy Martin VS Cognac,25.19,31.99,750.0,23,579.37,8.0,255.92,223.92999999999998,6.3100000000000005,16978.67,-323.45000000000005,-126.38715223507349,0.34782608695652173,0.44172117990230764
90024,VINILANDIA USA,25148,McNab Ridge Petite Sirah,12.07,17.99,750.0,48,579.36,2.0,35.98,35.98,0.22,2802.64,-543.38,-1510.2279043913286,0.041666666666666664,0.062103010218171766
2000,SOUTHERN WINE & SPIRITS NE,23493,Ch Bouscaut Rouge 11 GCG,24.13,34.99,750.0,24,579.12,10.0,349.90000000000003,244.93,1.1,19016.59,-229.21999999999997,-65.51014575593025,0.4166666666666667,0.6041925680342589
10754,PERFECTA WINES,5126,Marzadro Le Diciotto Lune,41.35,54.99,750.0,14,578.9,28.0,1539.72,1484.73,22.11,28720.52,960.82,62.402254955446445,2.0,2.659733978234583
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,6.89,11.99,750.0,84,578.76,48.0,479.52,359.64,5.32,68054.7,-99.24000000000001,-20.695695695695697,0.5714285714285714,0.8285299606054323
3960,DIAGEO NORTH AMERICA INC,277,Smirnoff Lime Vodka,11.1,13.99,1000.0,52,577.1999999999999,12.0,173.88,14.49,12.6,257032.07,-403.31999999999994,-231.95307108350582,0.23076923076923078,0.3012474012474013
90047,CRUSH WINES,23843,Kistler Hyde Chard,48.02,72.99,750.0,12,576.24,0.0,0.0,0.0,0.0,1457.73,-576.24,-inf,0.0,0.0
3252,E & J GALLO WINERY,19374,The Naked Grape Cab Svgn,11.99,17.99,3000.0,48,575.52,4.0,63.96,63.96,1.8,61966.91,-511.56,-799.812382739212,0.08333333333333333,0.11113427856547123
8673,STE MICHELLE WINE ESTATES,21385,Ch Ste Michelle Cold Crk Cha,11.99,17.99,750.0,48,575.52,6.0,107.94,71.96,0.66,15919.7,-467.58,-433.18510283490826,0.125,0.18755212677231026
1650,Circa Wines,24513,R8 Cab Svgn,7.99,11.99,750.0,72,575.28,4.0,47.96,47.96,0.44,211.97,-527.3199999999999,-1099.4995829858215,0.05555555555555555,0.08336809901265471
9165,ULTRA BEVERAGE COMPANY LLP,19251,Bonterra Pnt Nr,7.99,11.99,750.0,72,575.28,25.0,371.75,191.87,2.7800000000000002,68054.7,-203.52999999999997,-54.749159381304636,0.3472222222222222,0.6462070643860381
4425,MARTIGNETTI COMPANIES,19071,J Lohr Valdiguie Monterey,5.99,8.99,750.0,96,575.04,26.0,233.73999999999998,35.96,2.9200000000000004,144929.24,-341.29999999999995,-146.0169419012578,0.2708333333333333,0.4064760712298275
90011,FORTUNE WINE BROKERS LLC,40755,D Bosler Pnt Nr Casablanca,9.58,14.99,750.0,60,574.8,2.0,29.98,29.98,0.22,238.60999999999999,-544.8199999999999,-1817.278185456971,0.03333333333333333,0.05215727209464162
8320,SHAW ROSS INT L IMP LTD,22279,Cruz Garcia Real Sangria Rd,4.45,6.49,750.0,129,574.05,42.0,272.58,214.17000000000002,4.62,3151.92,-301.46999999999997,-110.59872331058772,0.32558139534883723,0.47483668669976486
4425,MARTIGNETTI COMPANIES,2710,Bitch Vodka,15.93,21.99,750.0,36,573.48,7.0,153.92999999999998,153.92999999999998,5.53,144929.24,-419.55000000000007,-272.5589553693238,0.19444444444444445,0.26841389412010874
9744,FREDERICK WILDMAN & SONS,26826,Pellegrino Marsala Sweet,7.74,11.99,750.0,74,572.76,27.0,323.73,167.86,3.0,3999.93,-249.02999999999997,-76.92521545732554,0.36486486486486486,0.5652105593966059
2000,SOUTHERN WINE & SPIRITS NE,40822,Scharffenberger Brut Spklg,15.06,21.99,750.0,38,572.28,14.0,279.85999999999996,179.91,1.55,19016.59,-292.42,-104.48795826484674,0.3684210526315789,0.4890263507374012
10754,PERFECTA WINES,43729,Calera Reed Vyd Pnt Nr,47.64,70.99,750.0,12,571.68,4.0,283.96,212.96999999999997,0.44,28720.52,-287.71999999999997,-101.32413015917734,0.3333333333333333,0.49671144696333613
90024,VINILANDIA USA,25304,Cyprus Pnt Nr,23.8,34.99,750.0,24,571.2,2.0,69.98,69.98,0.22,2802.64,-501.22,-716.2332094884252,0.08333333333333333,0.12251400560224089
2242,DELICATO VINEYARDS INC,21538,La Merika Cab Svgn CC,9.52,13.99,750.0,60,571.1999999999999,11.0,175.89000000000001,111.93,1.22,7982.65,-395.30999999999995,-224.74842230939788,0.18333333333333332,0.30793067226890763
10754,PERFECTA WINES,21504,Ponte Vinho Verde,6.8,9.99,750.0,84,571.1999999999999,0.0,0.0,0.0,0.0,28720.52,-571.1999999999999,-inf,0.0,0.0
10754,PERFECTA WINES,23966,Nortico Alvarinho,9.52,13.99,750.0,60,571.1999999999999,6.0,83.94,83.94,0.66,28720.52,-487.25999999999993,-580.4860614724803,0.1,0.14695378151260505
9165,ULTRA BEVERAGE COMPANY LLP,25176,Casas Del Bosque Sauv Bl,3.48,5.29,750.0,164,570.72,79.0,417.90999999999997,89.93,8.88,68054.7,-152.81000000000006,-36.565289177095565,0.4817073170731707,0.7322504906083542
8673,STE MICHELLE WINE ESTATES,19568,14 Hands Moscato,6.07,8.99,750.0,94,570.58,29.0,260.71,206.77,3.19,15919.7,-309.87000000000006,-118.85620037589662,0.30851063829787234,0.4569210277261733
9815,WINE GROUP INC,39747,Foxhorn Pnt Grigio/Chard Bl,5.33,8.99,1500.0,107,570.3100000000001,27.0,224.73,69.92,6.050000000000001,27100.41,-345.58000000000004,-153.77564188136878,0.2523364485981308,0.3940488506250986
8004,SAZERAC CO INC,5954,Fireball Cinnamon Whisky,2.96,3.99,200.0,192,568.32,96.0,383.04,3.99,20.16,50293.62,-185.28000000000003,-48.37092731829574,0.5,0.6739864864864865
10754,PERFECTA WINES,23902,Dom St Andrieu Rose CdP,10.52,15.99,750.0,54,568.08,29.0,463.71000000000004,223.86,3.22,28720.52,-104.37,-22.50760173384227,0.5370370370370371,0.8162758766370933
12331,STELLAR IMPORTING CO LLC,17464,Zacharias Merlot,7.89,11.99,750.0,72,568.08,5.0,59.95,35.97,0.56,119.23,-508.13000000000005,-847.5896580483736,0.06944444444444445,0.10553091113927615
7749,R.P.IMPORTS INC,16398,Shane The Unknown Syrah No C,25.8,39.99,750.0,22,567.6,3.0,119.97,119.97,0.33,91.5,-447.63,-373.1182795698925,0.13636363636363635,0.21136363636363636
2000,SOUTHERN WINE & SPIRITS NE,23337,Ch Pichon Longevile 11 Comts,94.59,139.99,750.0,6,567.54,8.0,1119.92,559.96,0.89,19016.59,552.3800000000001,49.323165940424325,1.3333333333333333,1.9732882263805196
1650,Circa Wines,24147,Toucas Vinho Verde DOC,5.91,9.99,750.0,96,567.36,46.0,459.54,209.79,5.13,211.97,-107.82,-23.462593027810417,0.4791666666666667,0.8099619289340102
8892,TRINCHERO FAMILY ESTATES,33067,Montevina Pnt Grigio Cal,5.91,10.99,750.0,96,567.36,18.0,161.82,44.95,2.02,11595.97,-405.54,-250.6117908787542,0.1875,0.2852157360406091
6785,PALM BAY INTERNATIONAL INC,24015,Mazzei Zisola Notto Rosso,12.33,18.99,750.0,46,567.1800000000001,5.0,94.94999999999999,56.97,0.55,13605.41,-472.2300000000001,-497.34597156398115,0.10869565217391304,0.1674071723262456
6785,PALM BAY INTERNATIONAL INC,16148,Cavit Alta Luna Pnt Nr,9.45,13.99,750.0,60,567.0,8.0,111.92,111.92,0.88,13605.41,-455.08,-406.61186561829874,0.13333333333333333,0.19738977072310407
2000,SOUTHERN WINE & SPIRITS NE,10374,Hazlitt White Cat Fngr Lakes,5.19,8.99,750.0,109,565.71,34.0,298.65999999999997,100.88,3.8000000000000003,19016.59,-267.05000000000007,-89.41605839416061,0.3119266055045872,0.5279383429672446
653,STATE WINE & SPIRITS,19653,Alias Cab Svgn,5.88,8.99,750.0,96,564.48,13.0,142.87,120.89,1.44,8014.9800000000005,-421.61,-295.10044096031356,0.13541666666666666,0.25310019841269843
4425,MARTIGNETTI COMPANIES,24975,Tenshen White,11.76,17.99,750.0,48,564.48,0.0,0.0,0.0,0.0,144929.24,-564.48,-inf,0.0,0.0
90047,CRUSH WINES,15774,Paul D Zweigelt Weinland,7.61,13.99,1000.0,74,563.14,21.0,304.29,144.9,3.15,1457.73,-258.84999999999997,-85.06687699234281,0.28378378378378377,0.540345207230884
653,STATE WINE & SPIRITS,23784,Zolo Malbec Rsv,11.72,16.99,750.0,48,562.56,15.0,299.84999999999997,199.89999999999998,1.65,8014.9800000000005,-262.71,-87.61380690345173,0.3125,0.5330098122866894
4425,MARTIGNETTI COMPANIES,2743,Linkwood 15 Yr Old Sngl Malt,62.49,79.99,750.0,9,562.41,13.0,1039.87,799.9,10.26,144929.24,477.4599999999999,45.91535480396588,1.4444444444444444,1.8489536103554345
8892,TRINCHERO FAMILY ESTATES,13959,Charles & Charles Rose,9.52,13.99,750.0,59,561.68,15.0,209.85,139.9,1.6600000000000001,11595.97,-351.8299999999999,-167.65785084584223,0.2542372881355932,0.3736113089303518
1590,DIAGEO CHATEAU ESTATE WINES,10242,Rosenblum RSV Znfdl Monte Rs,15.17,21.99,750.0,37,561.29,0.0,0.0,0.0,0.0,7259.75,-561.29,-inf,0.0,0.0
9744,FREDERICK WILDMAN & SONS,27137,P Jolivet Ply Fume 14 Griott,15.58,23.99,750.0,36,560.88,15.0,359.84999999999997,167.92999999999998,1.6700000000000002,3999.93,-201.03000000000003,-55.86494372655274,0.4166666666666667,0.6415810868635001
9552,M S WALKER INC,23204,Benvolio Prosecco Italia DOC,11.68,17.99,750.0,48,560.64,13.0,233.86999999999998,179.89999999999998,1.43,55551.82,-326.77,-139.72292299140548,0.2708333333333333,0.41714825913242004
8673,STE MICHELLE WINE ESTATES,11868,Columbia Crest Two Vines Rsl,4.63,6.99,750.0,121,560.23,61.0,430.39,120.83,6.8100000000000005,15919.7,-129.84000000000003,-30.167987174423207,0.5041322314049587,0.7682380450886243
9552,M S WALKER INC,19663,Silver Palm 12 Chard No Cst,7.89,14.99,750.0,71,560.19,24.0,335.76,111.92,2.68,55551.82,-224.43000000000006,-66.84238741958544,0.3380281690140845,0.5993680715471535
4425,MARTIGNETTI COMPANIES,16991,Ch Bellevue St-Emil 09 Gr Cr,46.66,97.99,750.0,12,559.92,8.0,559.92,419.93999999999994,0.88,144929.24,0.0,0.0,0.6666666666666666,1.0
9552,M S WALKER INC,22935,Adelsheim Bryan Creek Pnt Nr,46.66,69.99,750.0,12,559.92,7.0,489.92999999999995,419.93999999999994,0.77,55551.82,-69.99000000000001,-14.285714285714288,0.5833333333333334,0.875
10754,PERFECTA WINES,24495,Ch Giscours Margaux 06,23.33,34.99,375.0,24,559.92,15.0,524.85,209.94,0.84,28720.52,-35.069999999999936,-6.681909116890528,0.625,0.9373660522931848
1590,DIAGEO CHATEAU ESTATE WINES,23201,Sterling Vntnr Coll Rose Ltd,6.66,12.99,750.0,84,559.44,11.0,142.89000000000001,90.93,1.21,7259.75,-416.55000000000007,-291.51795087129966,0.13095238095238096,0.2554161304161304
9552,M S WALKER INC,19459,Verite La Muse Red Sonoma,279.6,424.99,750.0,2,559.2,0.0,0.0,0.0,0.0,55551.82,-559.2,-inf,0.0,0.0
10754,PERFECTA WINES,22169,Billecart-Salmon Brut Rsv,15.53,22.99,375.0,36,559.08,16.0,399.84,74.97,0.91,28720.52,-159.24000000000007,-39.825930372148875,0.4444444444444444,0.7151749302425412
4425,MARTIGNETTI COMPANIES,15249,Colby Red,5.82,8.49,750.0,96,558.72,0.0,0.0,0.0,0.0,144929.24,-558.72,-inf,0.0,0.0
9552,M S WALKER INC,24205,Raeburn Chard RRV,6.81,18.99,750.0,82,558.42,24.0,455.76,37.98,2.7,55551.82,-102.65999999999997,-22.525013164823584,0.2926829268292683,0.8161598796604707
12546,JIM BEAM BRANDS COMPANY,630,Pinnacle Vodka,11.62,14.99,1000.0,48,557.76,10.0,149.9,119.92,10.5,123880.97,-407.86,-272.08805870580386,0.20833333333333334,0.2687535857716581
4425,MARTIGNETTI COMPANIES,19247,Schug Sonoma Cnty Chard,11.61,17.99,750.0,48,557.28,7.0,125.92999999999999,89.94999999999999,0.78,144929.24,-431.34999999999997,-342.53156515524495,0.14583333333333334,0.22597258110824003
9552,M S WALKER INC,43916,Dom Lafage Cote Est Blanc,7.74,11.99,750.0,72,557.28,4.0,47.96,47.96,0.44,55551.82,-509.32,-1061.9683069224352,0.05555555555555555,0.08606086706861901
2000,SOUTHERN WINE & SPIRITS NE,20056,Ch Rauzan-Segla 10 Brdx,139.07,209.99,750.0,4,556.28,1.0,209.99,209.99,0.11,19016.59,-346.28999999999996,-164.90785275489307,0.25,0.3774897533616165
2000,SOUTHERN WINE & SPIRITS NE,23287,Ch Lynch Bages Paulliac 11,92.71,139.99,750.0,6,556.26,6.0,839.94,139.99,0.68,19016.59,283.68000000000006,33.77384098864205,1.0,1.5099773487218209
4425,MARTIGNETTI COMPANIES,15272,Ch Montelena Znfdl Napa Vly,23.17,34.99,750.0,24,556.08,5.0,174.95000000000002,139.96,0.55,144929.24,-381.13,-217.85081451843382,0.20833333333333334,0.3146130053229751
9552,M S WALKER INC,19189,Castello di Meleto Chianti,9.93,14.99,750.0,56,556.08,53.0,911.4699999999999,583.66,5.87,55551.82,355.3899999999999,38.99086091698025,0.9464285714285714,1.6390986908358507
8320,SHAW ROSS INT L IMP LTD,20114,Wolfgang Puck Chard,9.26,13.99,750.0,60,555.6,3.0,39.97,39.97,0.33,3151.92,-515.63,-1290.0425318989242,0.05,0.07194024478041756
1703,ALISA CARR BEVERAGES,90088,Ch Le Petite Mouton 12 Pauil,92.46,134.99,750.0,6,554.76,9.0,1214.91,809.94,1.0,172.0,660.1500000000001,54.33735832283874,1.5,2.189974042829332
6280,UNCORKED,21696,Shelburne Vyds Lake View Wh,8.66,12.99,750.0,64,554.24,20.0,259.8,103.92,2.24,15.26,-294.44,-113.33333333333333,0.3125,0.46875
17035,PERNOD RICARD USA,3759,Absolut Elyx,34.61,44.99,1000.0,16,553.76,7.0,314.93,179.96,7.3500000000000005,123780.22,-238.82999999999998,-75.835900041279,0.4375,0.5687120774342675
7749,R.P.IMPORTS INC,19595,Ch Doisy Daene Sauternes 10,50.33,73.99,750.0,11,553.63,2.0,147.98,147.98,0.22,91.5,-405.65,-274.1248817407758,0.18181818181818182,0.26729042862561636
4425,MARTIGNETTI COMPANIES,17332,Sean Minor 4B Cntl Cst Chard,7.38,10.99,750.0,75,553.5,3.0,32.97,32.97,0.33,144929.24,-520.53,-1578.798908098271,0.04,0.05956639566395664
2000,SOUTHERN WINE & SPIRITS NE,11489,C K Mondavi Cab Svgn,5.22,7.99,750.0,106,553.32,57.0,445.43,279.64,6.32,19016.59,-107.89000000000004,-24.22153873784883,0.5377358490566038,0.8050133738162365
3252,E & J GALLO WINERY,17486,Barefoot Cellars Red Moscato,4.41,6.49,187.0,125,551.25,43.0,279.07,168.74,1.25,61966.91,-272.18,-97.53108539076219,0.344,0.506249433106576
6785,PALM BAY INTERNATIONAL INC,18089,Cavit Moscato,8.61,14.99,1500.0,64,551.04,22.0,329.78000000000003,209.86,4.9,13605.41,-221.25999999999993,-67.09321365758989,0.34375,0.5984683507549362
8320,SHAW ROSS INT L IMP LTD,248,Wild Shot Reposado Mezcal,39.36,49.99,750.0,14,551.04,5.0,249.95000000000002,99.98,3.94,3151.92,-301.0899999999999,-120.46009201840364,0.35714285714285715,0.4535968350754937
10754,PERFECTA WINES,19345,Jip Jip Rocks Shiraz/CabSvgn,11.48,16.99,750.0,48,551.04,12.0,203.88,16.99,1.35,28720.52,-347.15999999999997,-170.27663331371394,0.25,0.3699912891986063
1392,CONSTELLATION BRANDS INC,36653,R M Woodbridge Rsl,3.86,7.99,750.0,142,548.12,46.0,339.54,242.67000000000002,5.1000000000000005,79528.99,-208.57999999999998,-61.43017023031159,0.323943661971831,0.6194628913376633
4425,MARTIGNETTI COMPANIES,19865,Clarendelle Brdx Rouge,13.01,18.99,750.0,42,546.42,49.0,930.51,626.67,5.43,144929.24,384.09000000000003,41.2773640261792,1.1666666666666667,1.7029208301306689
6280,UNCORKED,20317,Jonathan Edwards Svgn Bl,15.17,21.99,750.0,36,546.12,6.0,127.94,127.94,0.66,15.26,-418.18,-326.85633890886356,0.16666666666666666,0.23427085622207572
7153,PINE STATE TRADING CO,2089,Bloom Gin,16.53,24.99,750.0,33,545.49,0.0,0.0,0.0,0.0,15884.82,-545.49,-inf,0.0,0.0
9552,M S WALKER INC,10938,Grahams 40-Yr Tawny Port,90.9,139.99,750.0,6,545.4000000000001,2.0,279.98,139.99,0.22,55551.82,-265.4200000000001,-94.79962854489608,0.3333333333333333,0.5133480014668133
4425,MARTIGNETTI COMPANIES,14935,J Lohr Tower Road Petite Sir,12.98,19.99,750.0,42,545.16,6.0,125.94,62.97,0.67,144929.24,-419.21999999999997,-332.8727965697951,0.14285714285714285,0.2310147479639005
12546,JIM BEAM BRANDS COMPANY,4892,DeKuyper Coffee Brandy,7.46,9.99,1000.0,73,544.58,16.0,159.84,129.87,16.8,123880.97,-384.74,-240.70320320320323,0.2191780821917808,0.2935105953211649
9165,ULTRA BEVERAGE COMPANY LLP,25586,Rex Hill Williamette Pnt Nr,4.57,6.99,375.0,119,543.83,72.0,503.28000000000003,125.82000000000001,4.05,68054.7,-40.55000000000001,-8.05714512796058,0.6050420168067226,0.9254362576540462
9552,M S WALKER INC,22477,Mionetto IL Moscato,8.49,12.99,750.0,64,543.36,25.0,174.75,76.89,2.7800000000000002,55551.82,-368.61,-210.93562231759657,0.390625,0.3216099823321555
9165,ULTRA BEVERAGE COMPANY LLP,11453,Hangtime Pnt Nr Cal,11.56,16.99,750.0,47,543.3199999999999,14.0,237.85999999999999,186.89,1.54,68054.7,-305.4599999999999,-128.4200790380896,0.2978723404255319,0.43778988441434147
90024,VINILANDIA USA,25306,Cyprus Cab Svgn,22.57,34.99,750.0,24,541.68,1.0,34.99,34.99,0.11,2802.64,-506.68999999999994,-1448.0994569877105,0.041666666666666664,0.064595333037956
1392,CONSTELLATION BRANDS INC,23182,Mark West Pnt Nr Willamette,15.03,24.99,750.0,36,541.08,12.0,275.88,206.91,1.33,79528.99,-265.20000000000005,-96.128751631144,0.3333333333333333,0.5098691505877134
17035,PERNOD RICARD USA,718,Hiram Walker Mango,8.07,10.49,1000.0,67,540.69,8.0,83.92,73.43,8.4,123780.22,-456.77000000000004,-544.2921830314586,0.11940298507462686,0.15520908468808373
2000,SOUTHERN WINE & SPIRITS NE,23359,Ferrari Carano Cab Svgn Rsv,33.78,49.99,750.0,16,540.48,1.0,45.99,45.99,0.11,19016.59,-494.49,-1075.2120026092628,0.0625,0.08509103019538189
8673,STE MICHELLE WINE ESTATES,33513,Dom Ste Michelle Brut Rose,8.84,12.99,750.0,61,539.24,10.0,129.9,116.91,1.1,15919.7,-409.34000000000003,-315.1193225558122,0.16393442622950818,0.24089459238928865
9552,M S WALKER INC,16202,Simple Life Chard,7.48,10.99,750.0,72,538.5600000000001,24.0,311.76,12.99,2.7,55551.82,-226.80000000000007,-72.7482678983834,0.3333333333333333,0.5788770053475935
10754,PERFECTA WINES,13921,Live-A-Little Wicked White,7.48,10.99,750.0,72,538.5600000000001,24.0,263.76,21.98,2.7,28720.52,-274.80000000000007,-104.18562329390357,0.3333333333333333,0.4897504456327985
8112,MOET HENNESSY USA INC,35589,Cape Mentelle Sem/Svgn Bl,6.89,11.99,750.0,78,537.4200000000001,16.0,191.84,47.96,1.79,48347.26,-345.58000000000004,-180.1396997497915,0.20512820512820512,0.35696475754530904
90010,VINEXTRA INC,18536,Andrew Will Two Blondes WA,44.66,66.99,750.0,12,535.92,0.0,0.0,0.0,0.0,524.94,-535.92,-inf,0.0,0.0
480,BACARDI USA INC,29472,M & R X Dry Vermouth,5.88,8.99,1000.0,91,535.08,50.0,449.5,323.64,7.5,89286.27,-85.58000000000004,-19.038932146829822,0.5494505494505495,0.8400612992449726
2000,SOUTHERN WINE & SPIRITS NE,24596,Pitagora Red Blend,14.86,21.99,750.0,36,534.96,0.0,0.0,0.0,0.0,19016.59,-534.96,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,16166,Sutter Home Pnt Nr,4.05,5.99,750.0,132,534.6,4.0,23.96,11.98,0.45,11595.97,-510.64000000000004,-2131.2186978297163,0.030303030303030304,0.04481855592966704
9165,ULTRA BEVERAGE COMPANY LLP,25378,Fratelli Urciuolo Greco di T,5.4,7.99,750.0,99,534.6,67.0,535.33,271.66,7.44,68054.7,0.7300000000000182,0.13636448545757163,0.6767676767676768,1.0013655069210625
8892,TRINCHERO FAMILY ESTATES,16472,Lock & Key Meritage,8.9,12.99,750.0,60,534.0,36.0,467.64,142.89000000000001,4.05,11595.97,-66.36000000000001,-14.190402874005647,0.6,0.8757303370786517
9552,M S WALKER INC,26102,Finca El Origen Rsva Malbec,8.9,12.99,750.0,60,534.0,36.0,467.64,38.97,4.050000000000001,55551.82,-66.36000000000001,-14.190402874005647,0.6,0.8757303370786517
10754,PERFECTA WINES,22457,L'Ecole No 41 Chard Columbia,14.83,24.99,750.0,36,533.88,11.0,274.89,199.92,1.21,28720.52,-258.99,-94.215868165448,0.3055555555555556,0.5148909867385929
9552,M S WALKER INC,21837,Gerard Bertrand Gr Teroir Rd,8.21,11.99,750.0,65,533.65,0.0,0.0,0.0,0.0,55551.82,-533.65,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,23278,Turnbull Cab Svgn 11,33.33,54.99,750.0,16,533.28,11.0,568.89,412.92,1.22,19016.59,35.610000000000014,6.259558086800614,0.6875,1.0667754275427543
9206,PHILLIPS PRODUCTS CO.,8391,Cabrito Blanco,13.33,17.99,750.0,40,533.2,3.0,53.97,35.98,2.3600000000000003,2211.83,-479.23,-887.9562720029646,0.075,0.10121905476369092
4425,MARTIGNETTI COMPANIES,25466,Zonin Prosecco,7.84,11.99,750.0,68,533.12,23.0,275.77,71.94,2.57,144929.24,-257.35,-93.32052072379157,0.3382352941176471,0.5172756602641057
